Timestamp_s,Latitude_deg,Longitude_deg,Altitude_ft,Airspeed_kts,ClimbRate_fpm,Pitch_deg,Roll_deg,Heading_deg,Ctrl_Pitch_Ratio,Ctrl_Roll_Ratio,Ctrl_Yaw_Ratio,Collective_deg,Engine_Torque_Nm
107.1,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.151,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.202,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.251,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.3,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.351,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.402,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.452,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.502,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.551,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
107.602,-34.55398538231836,-58.425003691946856,4498.937348987907,1.4658937454223633,-127.53105926513672,-19.977258682250977,7.676456928253174,320.3935546875,-0.5,-0.5,-0.25631484375,11.0,-124.1960678100586
