2026-06-05 12:42:59,905 - === INICIANDO PRUEBA DE VUELO NIVELADO ===
2026-06-05 12:43:01,853 - Time:1.9s | Alt:48.8ft | Spd:17.7kts | ENGN_TRQ:19075.852 | pitch_vacuum_deg_pilot:-0.422 | roll_vacuum_deg_pilot:-8.099 | yoke_pitch_ratio:-0.344 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.630 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,920 - Time:2.0s | Alt:50.8ft | Spd:17.9kts | ENGN_TRQ:17322.566 | pitch_vacuum_deg_pilot:1.060 | roll_vacuum_deg_pilot:-9.469 | yoke_pitch_ratio:-0.357 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.623 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,985 - Time:2.1s | Alt:52.7ft | Spd:18.0kts | ENGN_TRQ:16062.441 | pitch_vacuum_deg_pilot:3.474 | roll_vacuum_deg_pilot:-10.607 | yoke_pitch_ratio:-0.363 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.619 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,052 - Time:2.1s | Alt:54.8ft | Spd:18.2kts | ENGN_TRQ:15260.142 | pitch_vacuum_deg_pilot:6.481 | roll_vacuum_deg_pilot:-10.978 | yoke_pitch_ratio:-0.363 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.618 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,125 - Time:2.2s | Alt:56.8ft | Spd:18.3kts | ENGN_TRQ:14709.894 | pitch_vacuum_deg_pilot:9.448 | roll_vacuum_deg_pilot:-10.644 | yoke_pitch_ratio:-0.362 | yoke_roll_ratio:0.497 | yoke_heading_ratio:0.500 | prop_ratio_all:0.621 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,200 - Time:2.3s | Alt:58.9ft | Spd:18.5kts | ENGN_TRQ:14292.311 | pitch_vacuum_deg_pilot:12.164 | roll_vacuum_deg_pilot:-10.010 | yoke_pitch_ratio:-0.359 | yoke_roll_ratio:0.415 | yoke_heading_ratio:0.500 | prop_ratio_all:0.626 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,276 - Time:2.3s | Alt:61.2ft | Spd:18.7kts | ENGN_TRQ:14009.862 | pitch_vacuum_deg_pilot:14.281 | roll_vacuum_deg_pilot:-9.558 | yoke_pitch_ratio:-0.354 | yoke_roll_ratio:0.398 | yoke_heading_ratio:0.500 | prop_ratio_all:0.633 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,351 - Time:2.4s | Alt:63.6ft | Spd:19.0kts | ENGN_TRQ:13819.750 | pitch_vacuum_deg_pilot:15.759 | roll_vacuum_deg_pilot:-9.422 | yoke_pitch_ratio:-0.349 | yoke_roll_ratio:0.432 | yoke_heading_ratio:0.500 | prop_ratio_all:0.638 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,427 - Time:2.5s | Alt:66.0ft | Spd:19.3kts | ENGN_TRQ:13692.486 | pitch_vacuum_deg_pilot:16.687 | roll_vacuum_deg_pilot:-9.388 | yoke_pitch_ratio:-0.345 | yoke_roll_ratio:0.454 | yoke_heading_ratio:0.500 | prop_ratio_all:0.642 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,503 - Time:2.6s | Alt:68.4ft | Spd:19.6kts | ENGN_TRQ:13610.977 | pitch_vacuum_deg_pilot:17.125 | roll_vacuum_deg_pilot:-9.167 | yoke_pitch_ratio:-0.340 | yoke_roll_ratio:0.436 | yoke_heading_ratio:0.469 | prop_ratio_all:0.643 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,580 - Time:2.6s | Alt:70.9ft | Spd:20.0kts | ENGN_TRQ:13563.069 | pitch_vacuum_deg_pilot:17.118 | roll_vacuum_deg_pilot:-8.325 | yoke_pitch_ratio:-0.337 | yoke_roll_ratio:0.339 | yoke_heading_ratio:0.252 | prop_ratio_all:0.654 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,660 - Time:2.7s | Alt:73.5ft | Spd:20.4kts | ENGN_TRQ:13538.273 | pitch_vacuum_deg_pilot:16.567 | roll_vacuum_deg_pilot:-6.392 | yoke_pitch_ratio:-0.333 | yoke_roll_ratio:0.124 | yoke_heading_ratio:0.051 | prop_ratio_all:0.727 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,736 - Time:2.8s | Alt:76.3ft | Spd:20.9kts | ENGN_TRQ:13540.754 | pitch_vacuum_deg_pilot:15.244 | roll_vacuum_deg_pilot:-2.829 | yoke_pitch_ratio:-0.325 | yoke_roll_ratio:-0.232 | yoke_heading_ratio:-0.100 | prop_ratio_all:0.802 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,813 - Time:2.9s | Alt:79.0ft | Spd:21.4kts | ENGN_TRQ:13577.285 | pitch_vacuum_deg_pilot:13.374 | roll_vacuum_deg_pilot:1.659 | yoke_pitch_ratio:-0.317 | yoke_roll_ratio:-0.500 | yoke_heading_ratio:-0.190 | prop_ratio_all:0.841 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,894 - Time:3.0s | Alt:81.8ft | Spd:21.9kts | ENGN_TRQ:15181.381 | pitch_vacuum_deg_pilot:11.157 | roll_vacuum_deg_pilot:5.729 | yoke_pitch_ratio:-0.310 | yoke_roll_ratio:-0.500 | yoke_heading_ratio:-0.257 | prop_ratio_all:0.851 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:02,971 - Time:3.0s | Alt:84.9ft | Spd:22.5kts | ENGN_TRQ:16562.498 | pitch_vacuum_deg_pilot:9.140 | roll_vacuum_deg_pilot:6.945 | yoke_pitch_ratio:-0.301 | yoke_roll_ratio:-0.500 | yoke_heading_ratio:-0.342 | prop_ratio_all:0.846 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,047 - Time:3.1s | Alt:87.8ft | Spd:23.1kts | ENGN_TRQ:17510.525 | pitch_vacuum_deg_pilot:7.569 | roll_vacuum_deg_pilot:5.155 | yoke_pitch_ratio:-0.298 | yoke_roll_ratio:-0.045 | yoke_heading_ratio:-0.427 | prop_ratio_all:0.841 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,124 - Time:3.2s | Alt:90.8ft | Spd:23.6kts | ENGN_TRQ:18148.652 | pitch_vacuum_deg_pilot:6.488 | roll_vacuum_deg_pilot:2.242 | yoke_pitch_ratio:-0.296 | yoke_roll_ratio:0.287 | yoke_heading_ratio:-0.500 | prop_ratio_all:0.850 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,200 - Time:3.3s | Alt:93.9ft | Spd:24.2kts | ENGN_TRQ:18559.793 | pitch_vacuum_deg_pilot:5.806 | roll_vacuum_deg_pilot:1.042 | yoke_pitch_ratio:-0.292 | yoke_roll_ratio:0.186 | yoke_heading_ratio:0.500 | prop_ratio_all:0.869 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,275 - Time:3.3s | Alt:97.0ft | Spd:24.6kts | ENGN_TRQ:18809.961 | pitch_vacuum_deg_pilot:4.879 | roll_vacuum_deg_pilot:2.665 | yoke_pitch_ratio:-0.292 | yoke_roll_ratio:-0.259 | yoke_heading_ratio:0.500 | prop_ratio_all:0.628 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,350 - Time:3.4s | Alt:100.1ft | Spd:24.9kts | ENGN_TRQ:18302.230 | pitch_vacuum_deg_pilot:2.839 | roll_vacuum_deg_pilot:4.702 | yoke_pitch_ratio:-0.307 | yoke_roll_ratio:-0.484 | yoke_heading_ratio:0.500 | prop_ratio_all:0.634 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,425 - Time:3.5s | Alt:103.3ft | Spd:25.0kts | ENGN_TRQ:16499.451 | pitch_vacuum_deg_pilot:0.152 | roll_vacuum_deg_pilot:3.407 | yoke_pitch_ratio:-0.314 | yoke_roll_ratio:-0.064 | yoke_heading_ratio:0.500 | prop_ratio_all:0.629 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,501 - Time:3.6s | Alt:106.4ft | Spd:25.0kts | ENGN_TRQ:15389.841 | pitch_vacuum_deg_pilot:-1.175 | roll_vacuum_deg_pilot:-2.543 | yoke_pitch_ratio:-0.317 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.617 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
