tiempo_s,airspeed_kts,altitud_ft,climb_rate_fpm,pitch_deg,roll_deg,heading_deg,collective_deg,pitch_cmd,roll_cmd,yaw_cmd,torque,prop_ratio,peso_fijo_kg,combustible_kg,CG
8.44,62.59,3942.3,-8272.8,-44.237,59.993,113.3,11.0,0.4797,-0.2374,-1.0,11.0,17651.25390625,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.47,64.08,3938.2,-8263.7,-43.507,58.078,115.6,11.0,0.7,-0.225,-1.0,11.0,17624.970703125,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.49,65.27,3934.9,-8254.5,-42.744,56.51,117.9,11.0,0.6082,-0.2154,-1.0,11.0,17592.697265625,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.52,66.49,3931.3,-8239.8,-41.774,54.843,120.1,11.0,0.6872,-0.205,-1.0,11.0,17560.599609375,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.54,67.61,3927.9,-8212.7,-40.711,53.223,122.2,11.0,0.7,-0.1947,-1.0,11.0,17528.7265625,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.57,68.77,3924.3,-8184.3,-39.438,51.415,124.3,11.0,0.6629,-0.1834,-1.0,11.0,17505.091796875,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.6,70.07,3920.2,-8140.9,-37.807,49.22,126.7,11.0,0.7,-0.1684,-1.0,11.0,17476.61328125,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.63,71.13,3916.7,-8097.6,-36.323,47.317,129.0,11.0,0.7,-0.1557,-1.0,11.0,17445.044921875,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.65,72.16,3913.1,-8049.4,-34.737,45.399,131.2,11.0,0.7,-0.1427,-1.0,11.0,17415.513671875,0.9375,345.637451171875,87.49624633789062,-0.04397283494472504
8.68,73.2,3909.4,-7990.0,-32.955,43.431,133.4,11.0,0.7,-0.1293,-1.0,11.0,17385.251953125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.71,74.19,3905.7,-7924.0,-31.089,41.632,135.6,11.0,0.7,-0.1171,-1.0,11.0,17356.181640625,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.73,75.11,3902.2,-7851.6,-29.151,40.076,137.7,11.0,0.7,-0.1068,-1.0,11.0,17327.578125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.76,75.94,3898.8,-7773.2,-27.169,38.805,139.7,11.0,0.7,-0.0986,-1.0,11.0,17299.08984375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.78,76.8,3895.1,-7683.3,-24.865,37.7,141.6,11.0,0.7,-0.0917,-1.0,11.0,17270.044921875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.81,77.57,3891.7,-7592.3,-22.545,36.916,143.4,11.0,0.7,-0.0874,-1.0,11.0,17241.75,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.84,78.35,3888.0,-7488.0,-19.846,36.313,145.1,11.0,0.7,-0.0846,-1.0,11.0,17130.11328125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.87,79.04,3884.5,-7383.2,-17.108,35.92,146.7,11.0,0.7,-0.0835,-1.0,11.0,16389.818359375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.89,79.76,3880.5,-7256.4,-13.788,35.603,148.2,11.0,0.7,-0.0829,-1.0,11.0,15687.873046875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.92,80.31,3877.1,-7139.0,-10.76,35.353,149.6,11.0,0.7,-0.0828,-1.0,11.0,15177.1787109375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.95,80.82,3873.6,-7011.7,-7.517,35.046,150.8,11.0,0.7,-0.0822,-1.0,11.0,14727.14453125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
8.97,81.24,3870.3,-6885.0,-4.324,34.665,152.0,11.0,0.7,-0.0809,-1.0,11.0,14357.1865234375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.0,81.6,3866.9,-6748.0,-0.965,34.16,153.0,11.0,0.7,-0.0787,-1.0,11.0,14027.4306640625,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.03,81.88,3863.6,-6609.8,2.359,33.566,154.1,11.0,0.7,-0.0757,-1.0,11.0,13745.7548828125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.05,82.08,3860.3,-6472.6,5.608,32.945,155.3,11.0,0.7,-0.0725,-1.0,11.0,13504.1064453125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.08,82.19,3857.7,-6341.1,8.751,32.383,156.5,11.0,0.7,-0.0697,-1.0,11.0,13296.9814453125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.11,82.21,3854.8,-6196.4,12.116,31.922,157.8,11.0,0.7,-0.0677,-1.0,11.0,13103.5947265625,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.13,82.13,3852.0,-6063.6,15.179,31.696,159.2,11.0,0.6711,-0.0676,-1.0,11.0,12946.1025390625,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.16,81.97,3849.5,-5934.2,18.069,31.693,160.5,11.0,0.6137,-0.0692,-1.0,11.0,12809.966796875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.19,81.72,3847.0,-5804.7,20.89,31.887,161.7,11.0,0.547,-0.0725,-1.0,11.0,12678.896484375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.21,81.34,3844.3,-5661.4,23.87,32.248,162.8,11.0,0.4539,-0.0771,-1.0,11.0,12542.794921875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.24,80.87,3841.8,-5522.4,26.635,32.637,163.7,11.0,0.3896,-0.082,-1.0,11.0,12423.7451171875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.27,80.28,3839.3,-5374.4,29.388,32.972,164.3,11.0,0.293,-0.0865,-1.0,11.0,12321.8642578125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.29,79.62,3837.0,-5231.1,31.88,33.131,164.5,11.0,0.1823,-0.0895,-1.0,11.0,12239.71484375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.32,78.87,3834.7,-5087.2,34.176,33.077,164.5,11.0,0.1321,-0.0909,-1.0,11.0,12173.021484375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.35,78.0,3832.4,-4935.9,36.326,32.767,164.1,11.0,0.0388,-0.0903,-1.0,11.0,12119.0185546875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.38,76.96,3830.0,-4774.6,38.298,32.149,163.5,11.0,-0.0765,-0.0873,-1.0,11.0,12075.478515625,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.41,75.85,3827.8,-4616.6,39.92,31.259,162.4,11.0,-0.262,-0.0819,-1.0,11.0,12045.642578125,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.43,74.72,3825.7,-4471.0,41.137,30.199,161.1,11.0,-0.2984,-0.075,-1.0,11.0,12029.7734375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.46,73.54,3823.7,-4329.1,42.042,28.907,159.6,11.0,-0.3715,-0.0663,-1.0,11.0,12027.419921875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.49,72.25,3821.7,-4188.7,42.671,27.272,157.8,11.0,-0.5404,-0.0547,-1.0,11.0,12029.982421875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.52,71.06,3819.9,-4066.0,42.984,25.578,155.8,11.0,-0.504,-0.0426,-1.0,11.0,12038.1640625,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.54,69.61,3818.0,-3928.8,43.065,23.363,153.6,11.0,-0.7,-0.0262,-1.0,11.0,12037.8740234375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.57,68.27,3816.2,-3811.1,42.91,21.216,151.1,11.0,-0.7,-0.0102,-1.0,11.0,12036.5419921875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.6,66.84,3814.5,-3690.5,42.539,18.936,148.6,11.0,-0.7,0.007,-1.0,11.0,12027.1396484375,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.63,65.45,3812.9,-3583.8,42.008,16.821,146.1,11.0,-0.7,0.023,-1.0,11.0,12018.9560546875,0.9375,345.637451171875,87.49624633789062,-0.04397377744317055
9.65,63.97,3811.2,-3473.9,41.299,14.769,143.5,11.0,-0.7,0.0386,-1.0,11.0,12011.080078125,0.9375,345.637451171875,87.49624633789062,-0.04394173622131348
9.68,62.58,3809.7,-3371.9,40.515,13.047,141.0,11.0,-0.7,0.0517,-1.0,11.0,12007.353515625,0.9375,345.637451171875,87.49624633789062,-0.0439424104988575
9.71,61.16,3808.2,-3269.4,39.633,11.524,138.7,11.0,-0.7,0.0632,-1.0,11.0,12006.68359375,0.9375,345.637451171875,87.49624633789062,-0.0439424104988575
9.73,59.83,3806.8,-3175.0,38.753,10.279,136.5,11.0,-0.7,0.0727,-1.0,11.0,12008.61328125,0.9375,345.637451171875,87.49624633789062,-0.0439424104988575
9.76,58.48,3805.4,-3081.6,37.832,9.162,134.6,11.0,-0.7,0.0811,-1.0,11.0,12012.3994140625,0.9375,345.637451171875,87.49624633789062,-0.0439424104988575
9.79,57.13,3804.1,-2992.0,36.904,8.153,132.8,11.0,-0.7,0.0888,-1.0,11.0,12019.0576171875,0.9375,345.637451171875,87.49624633789062,-0.0439424104988575
9.82,55.73,3802.7,-2903.7,35.953,7.161,131.2,11.0,-0.7,0.0963,-1.0,11.0,12029.2587890625,0.9375,345.637451171875,87.49624633789062,-0.0439424104988575
9.84,54.33,3801.4,-2818.7,35.022,6.171,129.7,11.0,-0.7,0.1039,-1.0,11.0,12044.236328125,0.9375,345.637451171875,87.49624633789062,-0.0439424104988575
9.87,53.0,3800.1,-2740.9,34.19,5.098,128.3,11.0,-0.7,0.1122,-1.0,11.0,12063.517578125,0.9999997615814209,345.637451171875,87.49624633789062,-0.0439424104988575
9.9,51.6,3798.8,-2659.3,33.361,3.786,126.7,11.0,-0.7,0.1225,-1.0,11.0,12088.6875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
9.93,50.34,3797.7,-2586.8,32.645,2.499,125.0,11.0,-0.7,0.1326,-1.0,11.0,12120.5078125,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
9.95,49.16,3796.6,-2520.3,31.995,1.249,123.2,11.0,-0.7,0.1426,-1.0,11.0,12262.2783203125,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
9.97,47.98,3795.5,-2453.4,31.337,-0.034,121.4,11.0,-0.7,0.1528,-1.0,11.0,12806.5166015625,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.0,46.88,3794.6,-2391.5,30.72,-1.205,119.6,11.0,-0.7,0.1623,-1.0,11.0,13283.7607421875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.02,45.78,3793.6,-2328.7,30.075,-2.365,117.9,11.0,-0.7,0.1717,-1.0,11.0,13736.017578125,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.05,44.71,3792.7,-2267.7,29.423,-3.443,116.1,11.0,-0.7,0.1805,-1.0,11.0,14144.3583984375,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.07,43.61,3791.7,-2200.6,28.711,-4.499,114.3,11.0,-0.7,0.1891,-1.0,11.0,14533.8779296875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.1,42.57,3790.8,-2136.0,27.995,-5.418,112.5,11.0,-0.7,0.1967,-1.0,11.0,14873.208984375,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.12,41.54,3790.0,-2071.4,27.239,-6.229,110.8,11.0,-0.7,0.2035,-1.0,11.0,15181.02734375,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.15,40.53,3789.1,-2007.5,26.45,-6.908,109.1,11.0,-0.7,0.2093,-1.0,11.0,15457.248046875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.17,39.48,3788.3,-1939.7,25.586,-7.476,107.5,11.0,-0.7,0.2142,-1.0,11.0,15717.154296875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.2,38.53,3787.5,-1876.4,24.755,-7.878,106.1,11.0,-0.7,0.2178,-1.0,11.0,15937.41796875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.22,37.57,3786.8,-1811.4,23.87,-8.18,104.7,11.0,-0.7,0.2207,-1.0,11.0,16143.8583984375,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.25,36.6,3786.0,-1744.7,22.939,-8.39,103.5,11.0,-0.7,0.2228,-1.0,11.0,16332.658203125,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.27,35.63,3785.3,-1680.7,21.949,-8.524,102.4,11.0,-0.7,0.2243,-1.0,11.0,16505.93359375,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.3,34.72,3784.6,-1623.9,20.988,-8.584,101.5,11.0,-0.7,0.2252,-1.0,11.0,16650.291015625,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.32,33.83,3784.0,-1571.0,20.009,-8.576,100.7,11.0,-0.7,0.2256,-1.0,11.0,16777.77734375,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.35,32.95,3783.3,-1521.2,19.021,-8.503,100.0,11.0,-0.7,0.2254,-1.0,11.0,16890.0625,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.37,32.04,3782.7,-1472.2,17.974,-8.357,99.4,11.0,-0.7,0.2247,-1.0,11.0,16994.81640625,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.4,31.18,3782.1,-1427.5,16.98,-8.159,99.0,11.0,-0.7,0.2235,-1.0,11.0,17083.548828125,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.43,30.37,3781.5,-1386.8,16.04,-7.924,98.8,11.0,-0.7,0.222,-1.0,11.0,17158.72265625,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.45,29.57,3780.9,-1347.7,15.119,-7.655,98.6,11.0,-0.7,0.2202,-1.0,11.0,17224.673828125,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.47,28.75,3780.4,-1308.3,14.201,-7.351,98.6,11.0,-0.7,0.2182,-1.0,11.0,17283.578125,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.5,27.97,3779.8,-1272.1,13.358,-7.042,98.8,11.0,-0.7,0.216,-1.0,11.0,17333.51171875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.53,27.22,3779.3,-1236.5,12.58,-6.73,99.0,11.0,-0.7,0.2139,-1.0,11.0,17375.638671875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.55,26.51,3778.8,-1202.4,11.897,-6.431,99.4,11.0,-0.7,0.2118,-1.0,11.0,17411.150390625,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.57,25.79,3778.3,-1166.5,11.262,-6.12,99.8,11.0,-0.7,0.2096,-1.0,11.0,17444.224609375,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.6,25.11,3777.8,-1131.8,10.725,-5.824,100.4,11.0,-0.7,0.2075,-1.0,11.0,17474.482421875,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.63,24.46,3777.4,-1097.7,10.276,-5.535,101.0,11.0,-0.7,0.2055,-1.0,11.0,17503.953125,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.65,23.82,3776.9,-1062.9,9.905,-5.243,101.7,11.0,-0.7,0.2034,-1.0,11.0,17532.802734375,1.0,345.637451171875,87.49624633789062,-0.0439424104988575
10.68,23.18,3776.5,-1026.6,9.612,-4.944,102.5,11.0,-0.7,0.2013,-1.0,11.0,17560.681640625,1.0,345.637451171875,87.49624633789062,-0.043898507952690125
10.7,22.58,3776.1,-990.6,9.412,-4.652,103.4,11.0,-0.7,0.1992,-1.0,11.0,17586.119140625,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.73,22.03,3775.7,-955.1,9.294,-4.367,104.3,11.0,-0.7,0.1971,-1.0,11.0,17608.453125,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.75,21.46,3775.3,-916.5,9.247,-4.056,105.3,11.0,-0.7,0.1949,-1.0,11.0,17628.5,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.78,20.9,3774.9,-874.1,9.279,-3.709,106.4,11.0,-0.7,0.1923,-1.0,11.0,17646.16796875,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.81,20.37,3774.5,-831.0,9.382,-3.34,107.7,11.0,-0.7,0.1895,-1.0,11.0,17659.935546875,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.83,19.9,3774.2,-789.0,9.538,-2.956,108.9,11.0,-0.7,0.1866,-1.0,11.0,17669.5390625,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.86,19.46,3773.8,-745.9,9.742,-2.535,110.1,11.0,-0.7,0.1833,-1.0,11.0,17675.62109375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.88,19.02,3773.5,-699.2,10.003,-2.046,111.5,11.0,-0.7,0.1795,-1.0,11.0,17679.396484375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.91,18.62,3773.2,-652.1,10.297,-1.522,112.8,11.0,-0.7,0.1754,-1.0,11.0,17680.12890625,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.93,18.25,3773.0,-604.9,10.616,-0.966,114.2,11.0,-0.7,0.171,-1.0,11.0,17678.451171875,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.96,17.91,3772.8,-557.9,10.954,-0.391,115.6,11.0,-0.7,0.1664,-1.0,11.0,17674.8515625,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
10.98,17.57,3772.5,-508.2,11.328,0.223,117.1,11.0,-0.7,0.1615,-1.0,11.0,17670.224609375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.01,17.28,3772.3,-461.6,11.689,0.793,118.5,11.0,-0.7,0.1569,-1.0,11.0,17663.91796875,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.04,16.98,3772.1,-408.2,12.117,1.436,120.0,11.0,-0.7,0.1517,-1.0,11.0,17657.59375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.06,16.71,3772.0,-357.4,12.531,2.046,121.7,11.0,-0.7,0.1467,-1.0,11.0,17648.896484375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.09,16.46,3771.8,-306.1,12.95,2.667,123.6,11.0,-0.7,0.1416,-1.0,11.0,17639.048828125,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.12,16.24,3771.7,-257.0,13.341,3.285,125.7,11.0,-0.7,0.1365,-1.0,11.0,17628.787109375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.18,16.04,3771.6,-206.7,13.725,3.965,127.9,11.0,-0.7,0.1306,-1.0,11.0,17617.451171875,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.2,15.76,3771.5,-116.6,14.351,5.332,131.4,11.0,-0.7,0.1194,-1.0,11.0,17605.93359375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.23,15.56,3771.4,-27.2,14.879,6.852,136.0,11.0,-0.7,0.1069,-1.0,11.0,17585.146484375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.25,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0997,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.28,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0992,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.31,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0988,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.34,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0983,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.38,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0978,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.41,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0973,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.43,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0969,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.46,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0964,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.49,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.096,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.52,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0956,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.54,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0953,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.56,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0949,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.59,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0946,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.61,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0942,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.64,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0937,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.66,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0934,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.68,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.093,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.71,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0927,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.73,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0923,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.76,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.092,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.78,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0916,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.8,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0912,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.82,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0909,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.85,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0905,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.87,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0901,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.9,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0898,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.92,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0894,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.94,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0891,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.96,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0887,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
11.99,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0884,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.01,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.088,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.03,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0877,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.06,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0873,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.08,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.087,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.1,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0866,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.13,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0862,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.15,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0859,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.17,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0855,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.2,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0852,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.22,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0848,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.24,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0844,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.27,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0841,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.29,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0837,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.31,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0834,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.34,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.083,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.36,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0826,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.38,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0823,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.41,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0819,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
